speed;service;flavour;review
9;9;3;Sutlacin icindeki pirincler tas gibiydi kitir kitir cips yedim sanki.
10;5;8;Kıymalı dolama böreği seçmiştim ama ıspanaklı, patatesli ve kıymalı geldi. Hepsinin kıymalı olmasını beklerdim.
10;10;10;Muzlu rulo pasta ve çilekli tartolet... İstanbulda daha iyisini yapabilecek 1 pastane olduğunu sanmıyorum. Keşke imkanım olsa 11 verebilseydim.
10;10;10;Bölgemizin en iyisi herşey çok lezzetliydi nazik ikramınız içinde teşekkürler.
7;1;1; merak ediyorum, manti siparisimizi hazirlayanlar hayatlarinda hic manti görmüs mü? Beyaz bir bulamaçın içinde en kalitesiz market mantisindan bile kötü bir yemek gönderdiniz. Koyduğunuz bulamac servis paketinin icine sızmıştı. Ne yoğurt ne sos vardı. Bir daha asla siparis vermeyeceğiz.
10;10;10;Yediğimiz en güzel pastaydı elinize sağlık.
10;10;10;Yeni acilmis galiba hayirli olsun bozmassaniz iyi yerlere geleceginizden suphem yok cok lezzetliydi.
10;10;10;Tam anlamıyla mükemmeldi çok teşekkürler.
10;10;10;Trilicesi super.
10;10;10;Baya iyiydi elinzs saglik.
10;10;10;Çok güzeldi... Herkese tavsiye ediyorum...
10;10;10;Tatlıda tek.
10;10;10;Soğuk baklava çeşitleri mükemmel ayriyetten ev baklavası çok tazeydi.
10;10;10;Her ürünü denedim nerdeyse her ürünü mü kalite olur ya tebrkler.
10;10;10;Daha önce deneyimlemediğim bu soğuk baklava ürününü bu kadar beğeniceğimi düşünmüyordum bundan sonra tek adresim şerbet sıcak baklava!
10;10;5;Kusura bakmayin ama sanirim degerlendirme yapanlar hic baklava yememis sanirim uzgunum.
7;8;8;Tşk.
10;10;10;Hayatımda yiyip yiyebileceğim en güzeltr ileçeyi yedim gerçekten inanılmaz bir kaliteye sahipsiniz. Hiç bozmayın iyi çalışmalar.
10;10;10;Soğuk baklava efsane baya iyi harbiden.
10;10;10;Beklediğimden çok daha hızlı ve lezzetliydi.
1;8;8;2 saate yakın bir sürede geldi. Onun dışında tercih edilebilir.
9;9;5;Soğuk baklava çok güzeldi ama fıstıklı baklava ve şöbiyet sanırım birkaç gün önce yapılmıştı. Şerbetlenmeye başlamış ve sertleşmişti. Puanı bu kadar iyi bir tatlıcıda fıstıklı baklava hayal kırıklığı yarattı.
10;10;10;Muazzam bir tat muazzam güler yüz muazzam hizmet çok teşekkürler. Bundan sonra tek tercihim şerbet sıcak baklava.
10;10;10;Harika bir lezzet ellerinize sağlık teşekkür ederim.
9;8;4;İyi yorumlara aldanıp sipariş verdik şerbet çekmemiş yedikten sonra yanma yapıyo midede birkaç çeşit denedik hepsi vasat altıydı ben anlamıyorum bu 10 verenler hiç mi baklava yememiş bu güne dek alt katmala üst katman arası beyaz kalmışsa o iş olmamış demektir bir antepli olarak sonuç hüsran.
10;10;10;Şerbet kıvamı çok güzel soğuk baklavayı şiddetle tavsiye ediyorum.
10;10;10;Tatlılarınız cok guzel fırından ılk cıktıgı gıbı tap taze.
10;10;10;Tazeydi elinize sağlık beğendik.
10;10;10;Güzeldi tesşekkürler.
10;10;10;Ben sadece bunu derim çok iyiydi.
10;10;10;Baklavalar basarili, taze. Deneme amacli ozel baklava diye adlandirilandan aldik. Kucuk minik kesim baklavalar. Bir tavsiyem, resimde veya aciklamada bu belirtilebilir. Biz begendik, bizim icin surpriz oldu ama sorun olmadi. Hamuru da guzel incelikte. Genel olarak lezzet ve servis gayet iyi.
10;10;10;Tatlılarınız cok guzel ve lezzetlı.
10;10;10;Baklavalarınız tap taze ve lezzetli.
10;10;10;Lezzetliydi tavsiye ederim...
10;10;10;Notlar okunuyor hızlı geldi.
10;10;10;Fıstıklı baklavanız cok guzeldı tesekkurler.
10;10;10;Başarılı.
10;10;10;Çok hızlı ve sıcacık geldi, lezzeti mükemmel.
10;10;10;Mükemmel bir lezzet şiddetle tavsiye ederim, hızlı servis için ayrıca teşekkürler.
1;1;6;Yavaşti ve patatesleri unutmuslardi.
10;10;10;Adamlar bu işi çözmüş bukadar olur gerçekden çok beğendim inşallah bozmayıp böğle devam ederler 10 numara.
6;8;1;Güzel olan tek şey cola idi o da kendilerinin olmadığı için. Ilk ve son siparişim.
10;10;10;Öncelikle sunmuş olduğunuz hizmeti ve etin damakta kalan lezzetini çok beğendim içindeki sosların tadı bir başkaydı hizmet kalitesi güler yüz çok iyiydi soğuk ve karlı hava olmasına rağmen hem sıcak geldi hem lezzetli başarılar dilerim ve tavsiye ederim. Saygılarımla.
10;10;10;Gercekten cok guzel olmus elleriniz dert gormesin.
10;10;10;Verdiğim puan dan anlaşılacağı gibi hem sipariş getiren kuruyenizin güler yüzü hemde yapan ustanınız el lezzeti harikaydı başarılarınız devamını dilerim iyi çalışmalar :))).
10;10;10;Her şey gayet güzeldi çok lezzetliydi bu kadarını beklememiştik.
9;9;9;Çok lezzetli ve hızlı geldi ellerinize sağlık.
10;10;10;Gayet güzel hızlı ve lezzetli tavsiye ederim.
10;10;10;Yammy.
10;10;10;Harikaydı cigkofte ama üstlerine 1 2 3 4 dıe numaralandirmanizi anlayamadık onun yerine maydonozsuz, acısız dıye yazsaydınız daha iyi olurdu.
10;10;10;Teşekkür ederiz guzeldi.
10;5;8;3 litre ayran aldım bardak için de ücret istemezsiniz bee.. Neyse canınız sağolsun.
8;8;8;Bence dürüm yapma şeklinizi değistirmeli ve makine lavaşını değistirip fırın lavaşına gecmelisiniz. Makine lavaşı cigkoftenin tadini tamamen alıyor.
10;10;10;Her şey on numara.
10;7;7;Hız iyiydi tadı kafi.
10;10;10;Hızlı ve lezzetli.
10;10;10;Harika.
10;9;9;Çok hızlıydı, emeği geçen herkese teşekkürler.
10;10;10;Bu güne kadar yediğim enngğzel çiğ köfteydi.
10;10;10;Ozenli paketleme hizli servis.
10;10;10;Harika.
10;10;10;Temiz ve lezzetli.
10;10;10;Güzeldi elinize sağlık.
10;10;10;Çok lezzetli güzeldi devam :).
10;10;10;Gayet guzeldi ellerinize saglik.
10;3;8;Hızlı geldi ama nar ekşisi poşete dökülmüştü.
10;10;10;Harika bir restoran, çok güven veren bir iş yeri. Teşekkürler.
10;10;10;Helal.
8;7;7;Yaklaşık 3 ay önce sipariş etmiştik hayatımda böyle harika çiğköfte yememiştim. Servisi olsun yeşillikler olsun hepsi çok güzeldi. Ama son siparişimiz tamamen vasattı ne o tat kalmış, nede o güzel iç açıcı yan ürünler. Verdiğim paraya üzüldüm.
10;10;10;Harikaydı ellerinize sağlık.
10;10;10;Bence bölgenin en kaliteli çiğ köftesi burada. Teşekkür ediyorum getiren kurye kardeşime herşey çok güzeldi. Yapmanız gereken sadece bir kere sipariş vermek.
10;10;10;Yağmurlu hava olmasına rağmen gayet hızlı geldi ve lezzetliydi.
10;10;10;Cok iyi.
10;10;10;İyiydi baba.
10;10;10;Gayet hızlı bir servis oldu. Lezzeti anlatmaya bile gerek yok. Teşekkürler.
9;2;2;Çiğköfte dürüm sipariş ettim. Öncelikle paketin ağzı düzgün kapatılmamış. Kurye ağzı açık bir şekilde sallaya sallaya getirdi. Pandemi zamanı ekstra önem gösterilmesi gerekir. Ayrıca dürüm doğru düzgün sarılmamış, içindekiler hep pakete dökülmüş. Asla önermiyorum.
10;10;10;Güzeldi.
10;10;10;Çiğköfteniz midemize zarar vermediği için çok mutlu oluyoruz haftada bir uğradığınız bi durak olduk size notlara uyulduğu içinde teşekkür ederim zile basmayın demiştim arayıp haber verdiniz geldik diye.
10;10;10;Herşeyi ile harika ama lütfen arada yemeksepetini kapatmayın anlıyorum yetişemiyorsunuz ama sizden sipariş vermek için bildiğimiz sıra alıyoruz başarılar.
10;10;9;Güzel.
9;10;10;İndirimli fiyatlar sayesinde kaliteli ve güzel burgerler yediğimiz yer. Tavsiye edilir.
10;10;10;Çok memnunuz hızlı geliyor.
10;10;10;Yine mükemmeldi.
9;10;10;Tat ve lezzet çok iyi ancak açken sinirli olanlar için 50 dakika uzun süre olabiliyor.
10;10;10;Her zamanki gibi 10 puanlik.
10;10;10;Çok lezzetliydi ve sıcak geldi. Elinize sağlık.
10;10;10;Herşey için teşekkürler.
10;10;10;Burger ve patetes enfes...
10;10;10;Hamburger çok lezzetliydi patatesleriniz güzel ve çok farklıydı paketleme güzel bundan sonraki favorimsiniz.
10;10;10;Yemelere doyamadım enfes.
9;9;10;Kolay kolay yorum yapmam ama steak burger yedim icindeki sosu effffsaneydi. Elinize saglik.
8;8;10;Ketcap mayonez islak mendil ve pecete gonderilmesini beklerdim. Yoktu. Patatesin miktari azdi ama hem patatesin hem burgerin tadi cok iyiydi.
9;8;9;8. 5.
10;10;10;Seviyoruz bizz...
10;10;10;Her zamanki gibi inanılmaz başarılı.
10;10;9;Bir önceki siparişimden memnun olmadığımı belirtmiştim dikkate almışlar gayet özenli ve sıcak geldi bundan sonra hamburger için favori restoranım.
10;9;10;Hamburger temiz yenen birşey değil hala neden ıslak mendil koymuyorsunuz anlamıyorum! Onun dışında bir sorun yoktu.
10;10;10;Bayiliyoruz!
10;10;10;İlk siparişimdi ve o kadar güzeldi ki. Karlı havada kaynar şekilde ulaştı. Patatesler ayrı güzeldi. Anlatacak başka kelime bulamıyorum. Belki bir puan kırılabilirdi ama kırmayacağım tuzu biraz fazla. Ama efsane. (ekmekleri bim ekmeği değil, el yapımı! ).
10;10;10;Best burger! Loqum :).
10;10;10;İşte burgerde aradığım tavuk.
10;10;10;Ellerinize sağlık kolay gelsin.
10;10;10;Semtin handmade hamburgercisine selamlar.
9;1;9;Bi dahaki siparişe inş ketçap mayonez falan yolarsınız.
10;8;8;Extra fume etli peynirli istemistim eksik geldi.
10;10;9;Çok hızlı geldi kuryeye teşekkür ederiz geldiğinde hala sıcacıktı, valla orada yesem sıcaklığı aynı olurdu ancak patates kesimini değiştirin çünkü ortası kalın kalıyor ve patates tam pişmemiş gibi oluyor, onun dışında 10 numara.
10;10;10;Mükemmelsiniz.
5;9;9;Kapıda nakit ödeme seçeneğini seçmeme rağmen kurye paraüstü almamıştı ve ödemesi yapılmış dedi. Bende hayır nakit ödeyeceğimi belirtmiştim dedim ve zaten vaktim kısıtlıydı paraüstünü beklemek zorunda kaldım. Lütfen dikkat ediniz. Hamburgeriniz ve patatesleriniz başarılı.
10;10;10;Herşey dört dörtlüktü.
10;10;10;Siddetle tavsiye ederim.
10;5;1;Sloganınız buz gibi donmuş pizza olsun bence.
7;7;7;Pizza soğuk geldi ve malesef cola zero istememe rağmen klasik gönderilmiş.
10;10;10;Hızlı geldi ve gayet lezzetliydi.
3;1;3;Sipariş onaylanmadi ve canlı destekle durumu düzeltmeye çalıştım, gelen pizza büyük boy filan değildi. Malzeme de daha az olamazdiservis zaten sisfr ne peçete var ne mayonez sadece kutuda bi pizza.
9;8;4;Malzeme kullanımına minimalist yaklaşılmış bu biraz bizi üzdü.
9;7;8;We liked this restaurant much better at the restaurant itself, but the delivery was great as well.
10;10;10;Lezzetiniz gerçekten çok iyi. Ellerinize sağlık. Kalitenizi hiç bozmadınız tebrikler. Tereddütsüz tavsiye ederim.
1;1;1;Sözde 33cm pizza sipariş ettim, ama gelen pizzanın kutusunun boyu 32cm.
10;6;10;Chicken bbq pizza ve iki dilim mexican sipariş verdim. Mexican çok lezzetliydi bbq pizza fena değil ancak fiyatlar lezzete göre çok çok fazla. Ayrıca pizzanın yanında ufak bir sos veya daha önemlisi en azından bir ıslak mendil veya peçete gönderebilirsiniz. Dümdüz pizza geldi sadece. Elinize sağlık.
8;10;10;Pizzalarınıza hayranım.
1;1;1;Çok soğuk geldi.
10;9;10;Yanında pizza sosu olsa iyi olur.
10;10;10;Bayılıyorum pizzalarına. Normalde mutlaka dokunur mideme pizzalar. Lapitsanınkini yedikçe yiyorum. Fesleğen soslu margaritayı mutlaka deneyin bence.
10;10;10;Lezzeti gerçekten çok iyiydi ince hamuru olduğu için gerçekten hamur değilde pizza malzemelerinin tadını alabildim ellerinize sağlık kaliteli ve lezzetli.
10;10;10;Pizzaları çok sıcak ve çok lezzetliydi. Aynı zamanda çok hızlı bir şekilde getirdiler.
10;10;10;Ilk kez aldım çok beğendim ellerinize sağlık, ayrıca kurye hasan beye sıcak muhabbetinden dolayı çok teşekkür ederim, tekrar görüşmek üzere.
10;10;10;Kurye arkadaş birkaç dakika kapıda bekledi kusura bakmasın vallahi pizza da güzeldi.
10;10;10;Wowowow.
10;10;10;Ailemizin pizzacisi oldu, bakirkoyde en iyi fiyat performans oranina sahip pizzaci an itibariyle.
9;9;7;Güzledi, kahveleri için teşekkür ederiz :).
10;10;10;Çok iyi.
10;10;10;İlk siparişin düşük notu olmaz :) hayırlı işler.
9;10;4;Ne yazık ki hamurunu düzeltmeleri lazım çok amatör işi hamur açmaları. Evde yapılan pizza gibi. Onun dışında her şey iyiydi.
10;10;10;İlk sirapişimizdi gerçekten oldukça lezzetliydi, damak tadımıza ailecek hitap etti. İşletme paket servvisinde nescafeye kadar düşünmüş tebrik ediyorum.
10;10;10;Çok iyi, hep sıcak.
10;10;10;Harika.
10;10;10;Çok güzeldi teşekkürler.
10;10;10;Super.
10;10;10;Hızlı ve lezzetliydi. Diğer tavuk ürünü kullanan pizzacılar gibi rahatsız olmadım yerken.
10;10;10;Enfesstii yine yine.
10;10;10;İlk siparişimdi pizzalar güzeldi. Getiren arkadaş çok samimiydi. Teşekkürler. İstanbula tekrar geldiğimde yine sipariş veririm.
10;10;10;Pizzalar lezzetli ama herşeyden önce kuriye arkadaş gerçekten efendi, kaliteli ve işine saygısı olan bir insan taktir ediyorum, bence ayın elemanı yada maaşına zam yapılmalı :).
10;10;10;Hızlı güleryüzlü hizmet, kaliteli lezzetli pizza.. Elinize sağlık.
10;10;10;Beklediğimden daha güzel ve lezzetliydi teşekkürler.
10;10;10;Harika.
10;10;10;Çok lezzetliydi.
10;10;10;Her yönüyle çokiyi.
10;10;10;Gerçekten beklediğimin çok üstünde çikti, hamuru standart pizza hamurundan farkli fakat cok lezzetli, tekrar siparis verecegim bir pizzaci.
10;10;10;Lezzetli pizza, hızlı ve güler yüzlü servis için teşekkürler.
10;10;10;Çok güzeldi. Ellerinize sağlık. İlk defa sipariş vermiştim. Çok memnun kaldım.
10;10;10;Herşeyiyle mükemmeldi.
10;10;10;Çok güzel pizza, çok lezzetli pizza hamuru elinize sağlık.
8;9;8;Güzel.
8;10;10;Çok lezzetliydi bir cok pizza markasindan daha lezzetli olduğuna eminim.
10;10;10;Güzel.
8;8;8;Ortalama, supriz yok tercih edilebilir..
10;10;10;Harika bi lezzet tsk ederim.
10;10;10;Sıcak ve güzel geldi bırdan siparış etmenizi tavsiye ederim.
10;10;10;Once kurye arkadasa ilgili ve guler yuzu icin daha sonra da lezzetli pizza icin tesekkur ederim. Elinize emeginize saglik.
10;10;10;Teşekurler.
10;10;10;İnanılmaz lezzetli bir restaurant.
9;9;9;Ki.
8;8;8;Fena değil.
10;10;10;Muhteşemdi. Teşekkür ederim.
10;10;10;Kavurmalı pizzaniz çok güzel bol malzeme kurye ismaile de tesekkur ederim sıcak ulaştırdığı için.
10;10;10;Tadı damağımda kaldı bir çok markalı pizzacilardan 10 kat daha güzel daha kaliteli ellerinize sağlık.
3;6;6;Yanık ve geç gelen joker siparişi, ilk sipariş bide.
10;10;10;Denemye değer.
10;10;10;İlk defa denedim lezzeti çok iyi hamurunuzu özellikle çok begendim bence bu çevrede siz diyebilirim.
10;10;10;Efsane!
10;10;10;Fena.
10;10;10;Yenı olmasına rahmen guzeldi bu adamlar işi biliyor baharat unutulmuştu ama lezzeti yeterdi.
10;10;10;Harika bir lezet tatik emeğinize elinize sağlık başarıların devamını dilerim iyi çalışmalar.
10;10;10;Bölgenin en iyi pizzalarını yapıyorlar kesinlikle denemenizi tavsiye ederim.
10;9;10;Lezzet olarak çok guzel ve çıtırdı ama baharat unutulmuştu 1 puan kırıyorum.
10;10;10;Ünlü markalardan çok daha iyi ve lezzetli bayıldım elinize kolunuza saglık.
10;10;10;Lezzetli ve hizliydi.
10;10;10;Guzeldi teşekkürler.
10;10;10;Her şeyiyle efsane. Kafayı yiyeceksiniz 20 dkda dünyanın en ikramperver yerlerinden birinden muazzam lezzetiyle hem göz hem karın hem de hazları tatmin eden ürünler var. Ba yıl dım! Fiyat performans dengesini olduğu gibi muhafaza ederlerse değme keyfime.
10;10;10;Yine kalitenizden ödün vermediniz tebriklerr.
10;10;7;Lahmacun, kavurmalı kaşarlı ve tavuklu kaşarlı pide söyledim. Pidelerde kaşar epey azdı. Kavurmalı pide biraz yanıktı ve pideler biraz ufaktı. Lahmacun için yeşillik azdı. Lezzet ortalama. Ama bol bol ikram göndermişler ellerine sağlık.
10;10;10;İyi.
10;10;10;Güzeldi.
10;10;10;Lahmacunlar cok guzeldı ve cıtır cıtırdı elinize saglık.
10;10;10;İkramlar, pide hepsi çok lezzetliydi teşekkürler :).
10;10;10;Lahmacun çok güzeldi kıyması kaliteli belli sonunda lahmacun yapan bir esnaf bulduk.
10;10;10;Harikasiniz kurye arkadas cok kibardi ve maskesini takmisti tesekkurler.
10;10;10;Süperr ıkramlar ıcın tesekkurler.
10;10;10;Elinize sağlık 10 puan.
4;1;1;Bır samsunlu olarak samsun pıdesının uzaktan yakından yanından gecmeyen bır pıdeydı hayallerımız suya dustu yanı, ayrıca 1, 5 porsıyon sıparıs verdık 1 porsıyon gonderılmısdı.
10;10;10;Yine kusursuzdu herşey.
10;10;10;Yedigim en güzel pide.
10;10;10;Her zamanki gibi çok lezzetliydi ellerinize sağlık.
8;10;8;Malesf soğuk geldi...
10;10;10;Lahmacun efso elinize saglik.
10;10;10;Hızlı ve lezzetli. İkram için teşekkürler.
5;1;1;Yanmış lahmacunu yollamışlar. Hiç memnun kalmadık... Birdaha sizden sipariş vermeyide düşünmüyorum.
10;10;10;1010 ufak bı hata oldu hemen telafi ettiler her zaman alıyoruz biliyoruz ellerinize sağlık.
10;10;10;Güzel.
10;10;9;Tadı çok güzeldi, biraz daha sıcak olsaydı mükemmel diyecektim. Ayrıca yanında gönderdiğiniz ikramlar için teşekkür ederim :) elinize sağlık.
9;1;1;Lahmacunun kıyması neyden yapılmış bilemedim açık pembe renkteydi tadı bi garipti not dikkate alınmamış ilk ve son siparişimdi.
8;7;7;Acı kıvamını notlar kısmında belirtin yazıyorsunuz fakat dikkate almadan siparişi çıkarıp gönderiyorsunuz.
10;10;10;Helal olsun.
10;10;10;Tek kelime ile efsaneee.
10;10;10;Çok güzeldii ellerinize sağlıkkk.
4;1;1;Samsunla alakasi yok.
10;10;10;Lahmacunlar nefisti ellerinize saglik.
10;10;10;Artik bende bir gunahkarim.
7;10;10;Mantı harikaydi. Ellerinize sağlık.
8;10;10;Kuru fasulye çok güzeldi teşekkürler.
10;10;10;Öncelikle kuryeniz gerçekten çok nazik 10 puan beyefendiye az gelir, yiyeceklerle ilgili bilgilendirme yapması çok hoş. Mantınız da gayet güzel sos vs hepsi, salata da güzeldi hediye tatlı için de teşekkürler :) :).
10;10;10;Harika bir mantıydı anne eli değişmiş gibi.
10;10;10;Öncelikle adamlar sipariş notlarını kontrol ediyorlar. Hızlı gönderiyorlar. Ve inanilmaz lezzetli. Paketleme çok iyi sıcacık geliyor. Herşeyden önemlisi ilk defa bir kurye hal hatır sordu çok mutlu oldum. Mantida artık adresim sizsiniz.
10;10;10;İçli köfteler çok güzeldi. Porsiyonlarınız da fazlasıyla yeterli. Teşekkürler.
10;10;10;Servis, lezzet mükkkemmmell.
10;10;10;Güzel.
