Yorum,Duygu
5 yıldız 10 numara.,Olumlu
Güzel.,Olumlu
Tşk.,Olumlu
Böyle berbat yemek yememişdim daha önce ne tavuklar pişmiş ne de lavaş ekmegi düzgün cıkmış ocaktan.,Olumsuz
Tesekkurler.,Olumlu
"Güzel beğendim, acısı sağlam biraz azaltılabilir, içli köfte çok güzeldi ellerine sağlık.",Olumlu
Yediğim en iyi dürüm elinize sağlık muhteşem.,Olumlu
Ellerinize sağlık.,Olumlu
"Lavaş yırtılmıştı, onun haricinde bir sorun yok. Yanında turşu biber de koyulsaydı şahane olurdu.",Olumlu
Çok güzel teşekkürler.,Olumlu
Mekanda verdiği lezzeti evde de veriyor. Paket hızlı geldi. Getiren arkadaş güleryüzlü ve nazikti. Çok memnun kaldık.,Olumlu
Etin kalitesi mükemmel ellerinize sağlık.,Olumlu
Mükemmel bir yer.,Olumlu
Kebap muhteşem istanbulda böyle kebap anca lüks restorantta bulunur tebrikler.,Olumlu
Ellerine sağlık ustam.,Olumlu
Ben çok beğendim yorumlarda biraz kötü konuşulmuş ama başarılı.,Olumlu
"Baharatları, pişme oranı çok iyiydi. Az yorum olduğu için tereddüt etmiştim. Ama her şey çok lezzetli ve doyurucuydu. Elinize sağlık.",Olumlu
Gayet güzeldi bravo.,Olumlu
Fiyatlari yüksek ama ürünler. Aynı kalitede değil.,Olumsuz
Servis hiç özenli değil fiyatlara bakarak sipariş verdim ve çorba fiyatı 16 tl deli değşet kezzetli çorba beklerdim sıradan 6 liralık su şeklinde çorba değil. Benim için kötü bir deneyim oldu. Tekrarı olmaz.,Notr
Bir çukurovalı olarak adana dürümü beğendim.,Olumlu
Bölgede yenile bilecek en güzel dürüm bundan sonra aboneyim.,Olumlu
Tebrik ederim çok güzel kebaptı ilk siparişti tereddüt ettim ama mükemmeldi.,Olumlu
"Bukadar özensizlik olunmaz, soğuk, bayat, lezzetsiz, bir kilo bulgur istemedim... Son olsun.",Olumsuz
Islak mendil çirkin kokuyor.,Olumlu
"Notlara dikkat edilmişti. Eksiksiz ve hızlı geldi. Lezzetliydi, ikram için teşekkürler. Puanlarınız neden bu kadar düşük anlamadım. Siparişi verip vermemekte tereddüt etsemde yanılmadığımı gördüm.",Olumlu
Lezzet olarak çok güzel ama pideler kokuyor küflenmiş sanırım notlarım da da belirtmiştim dikkate alırlarsa çok sevinirim.,Olumlu
Siparişim eksik geldi şalgam suyu söylemiştim gelmedi.,Olumlu
Elleriniz kollarınız dert görmesin.,Olumlu
Çok kötüydü.,Olumsuz
Gözümüz yollarda kaldı?,Olumsuz
Notta satış fişi muhakka getirilmesi belirtmeme rağmen ilk seferde unutuldu. 500 gr şiş soyledik 250 gram geldi sürekli söylediğimiz bir mekan olmasına karşın her siparişinizde gramlar azaldı. Yüzde 50 fire vermez tavuk şiş. Bir daha sipariş vermeyeceğim ilçede 300 tane başka mekan mevcut.,Olumsuz
Lahmacun mu yedim yoksa lavaş üstü domates püreli salçalı ekmek mi anlamadım :d.,Notr
Ürünler hızlı geldi fakat tavuk şiş çok şişmişti bazı yerleri yanmıştı.,Olumlu
3 soda istemiştim sadece biri geldi.,Olumsuz
Kanatlar lezzetliydi fakat biraz çiğnedi pideler de kokuyordu.,Olumlu
Pide yerine urfa kebap yollanmış.,Olumsuz
 herşey çok kötüydü. Neresinden tutsam elimde kalıyor. Öncelikle sipariş 1 saatte geldi. Lahmacunun yanına özellikle soğan koyun dememe rağmen koyulmamış. Tavuk kanat menüye özellikle but koymayın dememe rağmen kanattan çok but koyulmuş. İlk ve son siparisimdi. Buradan sipariş pismanliktir.,Olumsuz
Mükemmeldi ellerinize sağlık.,Olumlu
"Kıymanın içinde olmadığını örtmek için acı salçayı bol koymuşsunuz, yediğim en kötü pideydi. Sadece pidesini denedim bir daha da denemem, kesinlikle tavsiye etmem.",Olumsuz
Torbalari dugum yapip asinca cok zor oluyor hijyenik olarak. Buyuk torbalara konursa daha rahat olabilir.,Notr
Beytinin yoğurtları harici koyuluyor taşıstaşınsınogumasın diye ama miktarı çok az.,Olumlu
"Beyti söyledim, üzerinde sos yoktu emin olamadım belki ben yanlış biliyorumdur. Ama lezzetliydi lavaşı özellikle iyiydi bir de pilavı.",Olumlu
Çorbayı bitiremedim yala.,Olumlu
İki saat sürdü.,Olumsuz
Ellerinize sağlık.,Olumlu
Acayip iyi.,Olumlu
Ciğer sevmeyen bana bile çok güzel geldi teşekkürler.,Olumlu
Eh işte fena değil.. !,Olumlu
Çorba çok sıcaktı ama tadı çok iyi değildibeyti de bir sorun yoktukünefe çok kötüydü.,Olumlu
Mezeler hiç yook denecek kadar yoktu minivik kablarda ezme 1 kasıklık kebabın yanında soğan bile yoktu kebabta hiç tuz yoktu 1 kg kebab isteyip yanına kücücük ezme bırakmanız ayrı ironiydi.,Notr
Adam kıymayı haşlamış yeşilliksiz ekmek arasına koymuş küçük dürüm yapmış çöp poşetine koymuş yollamış ne yediğimi hatırlamak istemiyorum ama insan aç olunca mecbur yiyor işte lütfen pişman olmak istemiyorsanız sipariş vermeyin burdan.,Olumsuz
"2 dürüm bir ekmek arası söyledim, ekmek arası yerine çorba gelmiş.",Olumlu
İdare eder.,Notr
İçecek unutursunuz anlarımda çorbayı unutmak nedir?,Olumsuz
10 numara 5 yildiz.,Olumlu
Hızlı güzel.,Olumlu
Gayet uygun lezzetli dönerdi. F/p açısından en iyisi.,Olumlu
Gerçekten çok güzeldi.,Olumlu
Fiyat performans.,Olumlu
Eti cok kotu.,Olumsuz
Çok lezzetli ve hızlı geldi teşekkürler.,Olumlu
El insaf yahu hangi kusurunuzu sayayim yemekle icecek ayni posette gelmez. Kraft kutulara gecin. Kofte desen 3 ceyrege 4 kofte.,Notr
Herkese tavsiye ederim. On numara beş yıldız :).,Olumlu
Mükemmel.,Olumlu
"Doyurur ama çok lezzet beklememek lazım, ne kadar ekmek o kadar köfte.",Olumlu
Tavuk iskender kötüydü sürekli içinden deri çikti veya pişmemiş parçalar çıktı sosu çok kötüydü.,Notr
Ellerine kollarınıza sağlık ustam.,Olumlu
İçi boş köfte ekmek.,Olumsuz
Kardesıme puanım 10.,Olumlu
Dün ilk kez sipariş verdim gerçekten çok hüzeldi acı soslu olması çok daha güzeldi allah işinize gücünüze bereket versin inşallah.,Olumlu
İskender söyledik ekmekaşı geldi.,Notr
"Bu sporu yapıyorsunuz, iyi çalışmalar.",Olumlu
Köfte ekmek sipariş ettim tavuk döner yolladılar arada 7 lira fark var sipariş çok hızlı geldi fakat yanlış geldi.,Notr
"İndirim gözüküyordu hamburger 26 tl gerçek. Fiyatı bana gelen soğuk sandviç gibi hamburger, fiyatla gelenler alakasızdı. Mayonez olmamasını belirttiğim halde içinde mayonez vardı :).",Notr
İlk yediğimde daha güzeldi çok tuzluydu terayag tadı hiç yoktu.,Olumlu
Paketleme güzeldi özenilmişti ekmek biraz daha büyük olabilirdi ancak doyurucu fena değil. Genel olarak tercih edilebilir.,Olumlu
Ezo gelin çorbası çok güzel olmuş ellerinize sağlık.,Olumlu
15 dakikada geldi helal olsun.,Olumlu
Servis daha iyi olabilir.,Notr
"Döner gayet iyidi fakat sucuk dürümün sucukları sanırım bim in dilimlenmiş sucuklarındandı, en azından bana öyle geldi. :(.",Olumlu
Güzeldi yemeye devam 10.,Olumlu
Bir saat sonra geldi ancak geldiğinde sıcaktı ve çok lezzetliydi. Ayrıca kurye de notumu dikkate almıştı. Biraz daha hızlı olsa çok iyi olur ama ona rağmen bir daha tercih ederim.,Olumlu
Harika lezzeti vardı. Kar kış kıyamet olmasına rağmen oldukça sıcak getirdiler. Emeklerine sağlık.,Olumlu
Çok güzel bir mekan herşey müthiş.,Olumlu
Evet lezzet bu işte bizim sokak baya karliydi yinede kuriye gelmişti kuriye arkadaşa teşekkürler kolaylıklar diliyorum bu hava şartlarında.,Olumlu
İyi pişmiş sipariş etmemize rağmen içi pişmemişti. Herşey buz gibiydi. Daha korunaklı paketleme yapılabilir.,Olumsuz
"Yemek tam 1 saat 26 dakikada geldi. Yemek sepeti destekten soguk gelirse iade ederim diye not dustum, restorant sicak yollayacagiz diye donus yapti, gelen yemek yemek olmaktan cikmis oldugu icin iade ettim.",Olumsuz
Şahane tm zamanında geldi.,Olumlu
Israrla neden kasa fişi göndermediğinizi anlamıyorum. Bir daha sipariş vermeyeceğim.,Olumsuz
Adam gibi adam bunlar tam istediğim gibi yapmışlar ayrıca nota dikkat ettikleri için teşekkür ederim.,Olumlu
Getiren kurye arkadaş sanırım yeni oldugu icin vodafone post makinadan bir türlü hesabi cekemedi ve yakalsik kapıda 20dk bekletti.,Notr
Lezzetli ve sıcak bir yemek düzgün servis tavsiye edilir.,Olumlu
Ne yersem güzel tebrikler.,Olumlu
Cheddar soslu steak çok iyiydi.,Olumlu
Et ile malzememeler bibirine karışmış. Yemek soğuk. Kepek ekmek bırakacağınıza bir normal ekmek bıraksaydınız. Patates kızartmasını ayrı bir kağıda bırakabilirdiniz. Yemeğin tadı çok iyi değildi. Çatal- bıçak yok.,Notr
Lokum lokum gibi.,Olumlu
Mükemmel ötesi.,Olumlu
Şefim eline sağlık.,Olumlu
Lezzetsiz az patates ve kötü servis istenen hiçbir sos gelmedi şiddetle tavsiye edilmez. !,Olumsuz
Yemek buz gibi geldi. Lezzetsizdi. Çok yavaş geldi.,Olumsuz
"Arkadas pos cihazini sonra getirecegini soyledi ama gelen/giden olmadi. Persembe gunu ofisteyiz, telefon ederiz size odeme icin de hatirlayin diye buraya da not dusuyorum. Bu arada hamburger guzel ama kutunun icine atilmis gibi duran bir kac patates cok ozensiz.",Olumlu
Ben steaklarini çok beğendim özellikle başlangıçlardaki çıtır tavuklar aşırı lezzetli geldi ellerinize sağlık teşekkürler.,Olumlu
İlk defa sipariş verdim herşey güzeldi. Hamburgeri çok beğendim. Patatesleri daha çıtır olursa çok daha güzel olabilir.,Olumlu
Herzamanki mükemmel.,Olumlu
Herşeyiyle çok güzel... Tadı mükemmel.. Teşekkür ederiz.,Olumlu
Gelen hamburger aham şaham bir hamburger değildi.,Olumlu
Teşekkür ediyorum gayet lezzetliydi elinize sağlık.,Olumlu
"Gözleme söyledim, yanında salatalık ve domatesler resmen yıkanmadan gelmişti böyle bir rezillik olamaz hatta şikayette bulunacağım.",Olumsuz
Lokum harika.,Olumlu
Teşekkürler.,Olumlu
Herşey çok güzeldi elinize emeğinize sağlık böyle güzel bir hizmet verdiğiniz için teşekkür ederim.,Olumlu
Sebze yemeğiniz çok güzeldi ama o körili tavuk çok başarısızdı üzülerek düşük not veriyorum lütfen ısıtılmış tavuk ve suyla hazırlanmış köri sosu kullanmayın çok ama çok kötüydü tavuk...,Olumlu
"Siparişi getirin kişi güler yüzlüydü, pilav gayet iyidi musakka fazla yağlıydı, amam genel olarak iyi bir öğün oldu.",Olumlu
"Tavuk sote biraz daha iyi olabilirdi, naneli çorbanız herzamanki gibi süper.",Olumlu
Pilavı o kadar sıkı paketlemişsiniz ki açamadık. Beyaz saray böyle iyi korunmuyo.,Olumlu
"İlk defa sipariş verdim. Bu kadar hızlı olabileceğini tahmin etmiyordum. Paketleme güzel, porsiyon doyurucu ve lezzetli. Açıkçası öğle aralarımda kaliteli yemek yiyebileceğim bir yer bulmak mutlu etti. Kurye arkadaşın hızına, güler yüzlü ve saygılı olmasına da ayrıca teşekkür ederim.",Olumlu
"Musakka inanılmaz yağlıydı bulgur pilavı da tatsız ve 0 tuzdu, iki menüye 75 lira ödeyip böyle bir yemekle karşılaşmak beklenmedikti. Olduğu gibi çöpe atmak zorunda kaldım.",Olumsuz
Tam bir felaket:/.,Notr
Yemekler vasattı.,Notr
Emeğinize sağlık. Sorun yaşamadık. Brokoli çorbası başarılı.,Olumlu
"Aşırı yağlı ve ağırdı musakka. Yağa zam geldi, biraz daha az konulabilir di :-).",Olumlu
Özellikle lazanya hiç lezzetli değildi ve porsiyonu çok azdı.,Notr
Hem ev yemeği hem annem yapmış gibi. Her şeyi denedim bu kadar lezzetli olur.,Olumlu
Teşekkürler.,Olumlu
Lezzetli.,Olumlu
Her şey için teşekkürler ellerinize sağlık.,Olumlu
"Ilk defa siparis verdim, türlü tuzu fazla olsa da guzeldi, brokoli corbasi da yine aynı şekilde harika. Bulgur pilavi da fena degildi. Menude içecek veya salata seklinde secmeli yaparsaniz daha guzel olur.",Olumlu
Teşekkürler.,Olumlu
Çok lezzetli ve porsiyonları büyüktü.,Olumlu
Koru soslu tavuk inanılmaz tuzlu idi. Yiyemedim.,Olumlu
Zeytinyaglilar cok guzel kofte de idare eder.,Olumlu
Pirnç pilavı söyledim niye bulgur pilavı göndrediniz? Bu mu hizmet? Yemegin tadınıda pek beğenmedim.,Olumsuz
Sarma yerine patlıcan dolması geldi bi arayıp sorsalardı keske alternatif ne isteriz diye.,Notr
Tuz olayı biraz abartı. Lütfen daha az tuz kullanın..,Olumlu
"Brokoli corbasi cok guzeldi, yogunlugunu begendim.",Olumlu
Bademler kırık olarak atılmalı tane çiğ badem olmamış.,Olumsuz
Gayet güzel lezzetli türk kahvesi hediyeniz için ayrıca teşekkürler.,Olumlu
Ürünün içerisindeki çikolata çok cıvık. Resmen su ile yapılmış puding diyebilirim. İçerisindeki bademleri tam tane olarak atmışlar. Ev halkı hiç beğenmedi. Bir daha tercih etmem.,Notr
Çok su tadı hissettik.,Notr
Güzel.,Olumlu
Bademli istedik cikolatali sade yollamislar. Resmen kandirildik.,Notr
Elinize sağlık teşekkürler tadında hiç bir değişiklik yok lütfen aynısına devam.,Olumlu
Yediğim en güzel profiterollerdendi. Yanındaki ikramlar için teşekkürler.,Olumlu
Hızlı geldi sosu harikaydı ama bezeler bayatlamak üzereymiş yinede yediğim en iyilerden.,Olumlu
Süperrr.,Olumlu
"Teslimat ve paketleme çok iyi, minik hediyeleri de çok sevimli ancak profiterol sosu puding gibiydi daha fazla çikolatalı olursa çok daha lezzetli olacaktır.",Olumlu
Muhteşem ötesi tertemiz güzel paketleme ve türk kahvesi için teşekkür ediyoruz.,Olumlu
"Leziz, hızlı ve cidden nezaketi mükemmel insanlar.",Olumlu
Çok lezzetliydi ve hızlı geldi kahve ikramı için de teşekkürler.,Olumlu
Fındıkları üstüne kırıp yada rende şeklinde yaparsanız daha leziz ve görsel olur teşekkürler tadı enfesti.,Olumlu
Genel olarak memnun kaldık. Lezzet güzeldi. Kahve ikramı için teşekkürler.,Olumlu
Servisi çok iyi. Lezzet standart daha iyilerini yedim ama bu da kötü değildi. Kahve ikramları için çok teşekkürker. Tekrar deneyeceğim.,Olumlu
Elinize sağlık çok güzel tadı kıvamı iyi hızlı servis her şey için çok teşekkürler.,Olumlu
Çikolata sosu çok yoğundu güzel deildi tadı.,Olumlu
Harika lezzetli bir profiterol. Kesinlikle deneyin. Ayrıca kahve ikraminiz icin tesekkürler.,Olumlu
Gerçekten parasını hak ediyor paketleme sunum çok güzel tebrikler inşallah hiç bozulmaz.,Olumlu
Kahve ikramı için teşekkürler.,Olumlu
Turk kahvesi hediye etmeleri cok guzel bir olay. Lezzet de gayet iyiydi.,Olumlu
 hız ve paketleme guzeldi yanında gelen türk kahvesi ayrı bir güzeldi lezzet mükemmeldi.,Olumlu
Profiterol güzel standart seviyede tabi üstüne badem istedim ama tuzlu olmasıyla tatlı tuzlu karıştı ve profiterol kalitesi baya assa indiriyo bunu dusunmelidirler tuzunu almalısınız eklediğiniz kuruyemisin yoksa kesin kaldırın tavsiyem.,Olumlu
Profiterole bayıldııkkk. Gerçekten hem taze hem lezzetliydi. Kahveler için de ayrıca teşekkür ederiz.,Olumlu
Türk kahvesi için çok teşekkürler cicibeli sipariş vericektim paket tutarın altında kaldığı için veremedim sadece ama çok lezzetliydi.,Olumlu
Prifiterol zamaninda geldi ve harika buldum. Teşekkür ediyorum kendilerine. Bol kazaçlar.,Olumlu
Lezzetinden memnun kalmadım maalesef.,Notr
"Kalitesini her seferinde belli ediyor, kurye desen güler yüzlü. On numara hizmet böyle devam :).",Olumlu
Bol malzemeli istemştim beni kırmayıp fazlasıyla getirmişler çok teşekkürler servis paketleme güzeldi kurye de güler yüzlü beyfendiydiydi çok memnum kaldım siz bu işi kral gibi yapıyorsunuz..,Olumlu
Yine kıral yine kıral elinize sağlık.,Olumlu
Gercek acı 10 numara lezzet.,Olumlu
İlk öncelikle bu kadar hızlı beklemiyordum ayrıca lezzet harika turgut kardeşime teşekkür ederim güzel bir esnaf bol satışları olsun.,Olumlu
Tüm baharat çeşitleri vardı köftede kısır gibi değildi yani ayrıca sipariş verdikten sonra hemen geldi o yüzden 10 da 10 diyorum.,Olumlu
"Ürün oldukça lezzetli ve özenle hazırlanmış bir şekilde geldi. Ayrıca siparişin hızlı, kısa sürede gelmesi de cabası. Herkese tavsiye ederim.",Olumlu
Lütfen yeşilliklerinizi güzel yıkayın.,Olumlu
Eh işte çiğ köfte. Yerken antrikot yermiş gibi yapıyorum öyle lezzetli geliyor.,Olumlu
Her şeyi süper on puan verilmesi gereken bir lezzet. Hayatımda yediğim en güzel çiğ köfteydi. Sipariş hızlı geldi. Teşekkürler.,Olumlu
Teşekkürler hızlı ve lezzetli.,Olumlu
Hayatımda yediğim en kotu çiğ kofteletden biriydi puanına aldandım ama yok yani yiyemedim çok sevmeme ragmen.,Notr
Çok iyiydi elinize sağlık.,Olumlu
Çok iyi.,Olumlu
Bu sefer hızlı geldi gözüme girdiniz.,Olumlu
Çiğ köftenin kralısınız.,Olumlu
Serviz hızlı paketleme özenliydi ellerinize sağlık.,Olumlu
Teşekkürler.,Olumlu
Elinize sağlık teşekkür ederiz gayet memnun kaldık hatta fazladan bi acı sos istedim arkadaş 3 tane getirmiş sagolun var olun. İyi calismalar.,Olumlu
Supersiniz.,Olumlu
Çiğköfteleri çok kaliteli.,Olumlu
"Belirttigim halde maydonoz az konulmuştu, genel olarak iyi.",Olumlu
Guzeldi.,Olumlu
Harika.,Olumlu
Salgam istedim ayran gonderdiniz pos cihazi istedim nakit aldiniz.,Notr
Hızlı teslimat eşsiz lezzet.,Olumlu
Paketlenmesi ve lezzeti güzeldi kuryenin kibarlığı da bonus oldu.,Olumlu
Lezzetli.,Olumlu
Teşekkür ederim.,Olumlu
Tam anne köftesi pateteslerde efsaneydi fakat salatanın yanındaki o kırmızı şey neydi anlamadım salata gönderiyorsunuz lütfen yağ ve limonda koyun ikram için tşk ederm köfteler biraz çiğdi lütfen iyi pişirin.,Olumlu
İş yerine söyledim kaşık çatal gönderilmemiş yan dükkanlardan rica ettim kaşık aldım da yemeğimi yiyebildim.,Olumlu
Elinize sağlık.,Olumlu
İlginize bayıldık. Köftenin ev köftesi olmasına patatesin de aynı şekilde. İkramlara ve getiren kişinin kibarlığı içinde çok teşekkür ederiz.,Olumlu
"Gayet basarili paketleme ve lezzeti harikaydi, iyiki varsin seckin.",Olumlu
Koftelerin icinpismemisti patatesler de pismemisti salata ve pilav guzeldi.,Notr
"Köfteler pişmemişti, patates bayat ve yağlıydı, pilav aşırı yağlıydı. Midem bulandığından ötürü bir tane köfte yiyebildim ona rağmen hala midem bulanıyor. Parama yazık oldu bir daha asla almam. Puana kanmayın.",Olumsuz
Hizli ve sicak geldi ayrica ikram icin tesekkur ederim.,Olumlu
"Genellikle tercih ettiğim bir yer, herkese de tavsiye ederim.",Olumlu
"Her şey çok lezzetliydi, sipariş hızlı geldi, teşekkürler.",Olumlu
Hoş.,Olumlu
"Çok kaliteli bir işletme. Izgara tavuk, yanındaki pilav ve ikram tatlınız mükemmeldi. Teşekkür ederim. :).",Olumlu
Gelmesi uzun sürdü ama cok güzeldi tesekkürler.,Olumlu
Çorba ile cacık yapışık kapda idi ve salata çok kötü kokuyordu.,Olumlu
Yemekler sıcak ve lezzetliydi elinize sağlık.,Olumlu
Soguk gelmesi dışında fena değildi.,Olumlu
